id,entity,sentiment,tweet
6005,FIFA,Negative,"Fifa ’ s auto team defending is about so damn flawed, only amateur level shit"
6005,FIFA,Negative,"Fifa’s auto defending is really terribly flawed, amateur level shit"
6006,FIFA,Positive,Wow
6006,FIFA,Positive,Wow
6006,FIFA,Positive,Wow
6006,FIFA,Positive,Wow
6006,FIFA,Positive,Chapter Wow
6006,FIFA,Positive,Wow
6007,FIFA,Negative,@EAHelp good evening i can't access fifa it disconnects me from the server all the time and i can't play in ultimate team
6007,FIFA,Negative,"@ EAHelp Good evening, I can not access FIFA, it separates me from the server all the time and I can not play in the ultimate team"
6007,FIFA,Negative,@ EAHelp good evening i can't access fifa it disconnects me from the server all the time and i can't play in ultimate team
6007,FIFA,Negative,@EAHelp good evening i can't access fifa it disconnects me from the server all single time but i can't play in ultimate team
6007,FIFA,Negative,win @EAHelp for good evening i can't access fifa it disconnects me from the server to all over the time and i can't play it in ultimate football team
6007,FIFA,Negative,@EAHelp good evening i can't access fifa and disconnects itself from the server all the way and i haven't finish in ultimate team
6009,FIFA,Negative,He forgot to do his leg day before the rating XD. Rating in FIFA always has been this bullshit.
6009,FIFA,Negative,He forgot to do his leg the day before the FIFA evaluation was always that crap.
6009,FIFA,Negative,He forgot to put his foot down the day before the XD rating. FIFA rankings have always been this bullshit.
6009,FIFA,Negative,He forgot to do his leg checking before the rating XD. Rating in FIFA always just been this bullshit.
6009,FIFA,Negative,18 He forgot not to do his leg day off before the rating XD. Another Rating in FIFA always has been this bullshit.
6009,FIFA,Negative,still needs to do his leg day before the rating XD. Rating in FIFA always has with this bullshit.
6010,FIFA,Negative,Are we surprised anymore ? EA at this point isn’t scared of the controversy they embrace it. .. .. EA Causes Outrage by Advertising FIFA Microtransactions to Kids - Push Square pushsquare.com/news/2020/09/e… via @GoogleNews
6010,FIFA,Negative,Are we more surprised? EA is not afraid of the controversy at this point..... EA causes outrage by promoting FIFA micro transactions to kids - Push Square pushsquare.com / news / 2020 / 09 / e... via @ GoogleNews
6010,FIFA,Negative,Are we surprised any more? EA right now is not afraid of the controversy they are having with it..... EA Coca-Cola Outrage by advertising FIFA Microtransactions to Kids - Push Square pushsquare.com / news / 2020 / 09 / e... via @ GoogleNews
6010,FIFA,Negative,Are we surprised to? EA at which point isn’t scared of the controversy they embrace it..... EA Causes Anger by Direct FIFA Microtransactions to Kids - Push Square pushsquare.com/news/2020/09/e…. @GoogleNews
6010,FIFA,Negative,Are we more surprised us anymore? EA at this point isn ’ about t scared off of the controversy that they already embrace about it..... EA Causes Outrage... by Advertising Advertising FIFA Microtransactions to Kids - Push Square pushsquare. com / news / 2020 / 09 / e … via Editor @GoogleNews
6010,FIFA,Negative,think we surprised anymore? EA at this point seems scared of the man they tell it..... EA Causes Rise in Advertising FIFA Microtransactions to Kids - Football Book Review.com/news/2020/09/e... Adam @GoogleNews
6011,FIFA,Irrelevant,Well I've put on 10lbs won the prem with wolves on fifa 20 and binge watched westworld. Do one Isaac . 
6011,FIFA,Irrelevant,"Well, I've won the prem with Wolves on fifa 20 and Binge Watched Westworld. Make a Isaac."
6011,FIFA,Irrelevant,Well I put on 10lbs. won the prem with wolves on Fife 20 and I'll link up watching the world. Make one Isaac.
6011,FIFA,Irrelevant,Well I've put on Who won the prem with wolves on fifa 20 and binge watched CSI. Do one Isaac.
6011,FIFA,Irrelevant,16 Well I's ve put on 10lbs was won the best prem with wolves on green fifa 20 and binge watched westworld. Do one stop Isaac.
6011,FIFA,Irrelevant,Well I've put on 10lbs won big prem<unk> wolves on fifa 20 and recently watched westworld. Good one Isaac.
6012,FIFA,Positive,Remember Fifa 21...good times  
6012,FIFA,Positive,Remember Fifa 21... good times
6012,FIFA,Positive,Remember Fifa 21... the good times
6012,FIFA,Positive,Remember Fifa at times
6012,FIFA,Positive,Remember Fifa 21... good brave times
6012,FIFA,Positive,watched Fifa 21...good times
6013,FIFA,Negative,My nigga should have shot the ball and he basically passed back to midfield with that cross. That shit only happens on FIFA . 
6013,FIFA,Negative,"My nigga should have scored the ball and he basically went back into midfield with that cross, that's what only FIFA do."
6013,FIFA,Negative,My nigga had to score and he basically passed back into midfield with that cross - that kind of shit only happens at FIFA.
6013,FIFA,Negative,My nigga should have shot the ball and he basically passed back to midfield with that cross. Great shit only happens on FIFA now
6013,FIFA,Negative,18 My friend nigga should have shot the ball and already he basically passed back to midfield with at that cross. That shit generally only happens on FIFA.
6013,FIFA,Negative,My nigga should kinda shot the ball and he probably headed back to midfield after that cross. That shit only happens on FIFA.
6014,FIFA,Irrelevant,Great piece of music from the futbal legend. The 1 and only African to win the FIFA world Best Player. George Weah our Prez. . @Blakkrasta @zylofon1021fm  
6014,FIFA,Irrelevant,Great piece of music from the Futbal legend. The only African to win the FIFA World Player of the Year award. George Weah our Prez. @ Blakkrasta @ zylofon1021fm
6014,FIFA,Irrelevant,An excellent piece of music from a mini-football legend. The first and only African to win the FIFA World Player of the Year award. George Weah is our Prez... @ Blakfesta @ zylo1021fm
6014,FIFA,Irrelevant,Great piece of music from the futbal legend. The 1 and only African to win the FIFA world Best Player. George Best remains king.. @Blakkrasta @zylofon1021fm
6014,FIFA,Irrelevant,Another Great piece of music from the same futbal national legend. The 1 and yet only African to actually win the FIFA club world Best Player. George and Weah our Prez.. 1 @Blakkrasta @zylofon1021fm
6014,FIFA,Irrelevant,a piece of quotes from the futbal legend. Only 1<unk> only African should win 2000 FIFA world Best Player. George Weah our Prez.. @Blakkrasta @zylofon1021fm
6015,FIFA,Negative,Really hope that  
6015,FIFA,Negative,I really hope that
6015,FIFA,Negative,The Real Hope that
6015,FIFA,Negative,Really only that
6015,FIFA,Negative,Really hope after that
6015,FIFA,Negative,Really has that
6016,FIFA,Positive,I’d love to buy fifa 21 and give it a shot as I actually have some hope for a decent game this year but BELL WIFI IS SO FUCKING SHIT @Bell
6016,FIFA,Positive,"I'd love to buy FIFA 21 and try it as I do have some hope of a decent game this year, but BELL WIFI IS SO FUCKING SHIT @ Bell"
6016,FIFA,Positive,I'd love to buy fifa 21 and give it a shot as I actually have some hope for a decent game this year but BELL WIFI IS SO FUCKING SHIT @ Bell
6016,FIFA,Positive,I’d love to buy fifa 21 and gave it their shot as RL actually have some hope for a decent game this year but BELL WIFI IS SO FUCKING HOT @Bell
6016,FIFA,Positive,I ’ d love now to buy fifa 21 and give in it a shot as I actually have some real hope for a decent game in this past year but BELL WIFI AM IS SO 1 FUCKING OF SHIT OF @Bell
6016,FIFA,Positive,I’d love and buy fifa 21 and buy myself a shot as I actually have real hope for a decent game this year from BELL WIFI IS SO FUCKING SHIT H
6017,FIFA,Negative,WHY . 
6017,FIFA,Negative,WHY.
6017,FIFA,Negative,WHY.
6017,FIFA,Negative,WHY??
6017,FIFA,Negative,I WHY.
6017,FIFA,Negative,<unk>.
6018,FIFA,Negative,"Woke up early, drank my coffee. Might just go ahead and take a couple of L’s on Fifa for the fuck of it."
6018,FIFA,Negative,"I woke up early, had my coffee and could just carry on and take some L's from Fifa."
6018,FIFA,Negative,Waking up early to drink my coffee. Might just go ahead and take a couple of L's on Fifa for the fuck of it.
6018,FIFA,Negative,"Woke up early, drank my coffee. Might just go ahead the take those couple to L’s on Fifa for the fuck of it."
6018,FIFA,Negative,"Woke myself up early, drank down my coffee. 11 Might just go ahead and just take a quick couple of L ’ s on Fifa for the fuck some of it."
6018,FIFA,Negative,"Woke up early, drank my coffee. Might also stretch out and take another couple of L’s on Fifa for the fuck of it."
6019,FIFA,Negative,Switzerland opens criminal case against FIFA boss Infantino scooplive.org/switzerland-op…
6019,FIFA,Negative,Switzerland opens criminal case against FIFA boss Infantino scooplive.org / switzerland-op...
6019,FIFA,Negative,Switzerland has opened a criminal case against FIFA boss Infantino Skoppive.org / swimming-op...
6019,FIFA,Negative,Switzerland opens criminal case against FIFA Website link.org/switzerland-op…
6019,FIFA,Negative,Cricket Switzerland opens criminal case investigation against FIFA boss Henry Infantino scooplive. org / from switzerland - op …
6019,FIFA,Negative,player opens first case over FIFA boss Infantino scooplive.org/switzerland-op...
6020,FIFA,Irrelevant,"Jan Tian was the head programmer for early FIFA games. Hard working, he was once hospitalized due to lack of sleep.  "
6020,FIFA,Irrelevant,Jan Tian was the chief programmer for early FIFA games. He worked hard and was once hospitalized for lack of sleep.
6020,FIFA,Irrelevant,"Yang Tian was the chief programmer for the early FIFA games. Hard worked, he was once hospitalized for lack of sleep."
6020,FIFA,Irrelevant,"Jan Freeman was the head programmer for early FIFA games. Hard working, he was once hospitalized due ot lack of sleep."
6020,FIFA,Irrelevant,"Jan Tian was the head programmer for early FIFA 16 games. Hard trouble working, but he was once hospitalized due partially to lack of regular sleep."
6020,FIFA,Irrelevant,"Jan Tian was the music programmer for early FIFA games. Hard working, he was eventually hospitalized due his lack of sleep."
6021,FIFA,Negative,That was ABSOLUTELY crazy. I actually switched off the game at 90 mins and started playing FIFA at 3 AM just to take my mind off the result. I finish my game and look at my phone... WHAT THE ACTUAL FUCK. ONLY AT  
6021,FIFA,Negative,"It was ABSOLUTELY crazy. I actually switched off the game for 90 minutes and started playing FIFA at 3am, just to distract my mind from the result. I quit my game and look at my phone... WHAT THE REAL FEARS ONLY."
6021,FIFA,Negative,It was ABSOLUTELY crazy. I actually turned the game off in the 90th minute and started playing FIFA at 3am just to distract myself from the result.
6021,FIFA,Negative,That was ABSOLUTELY crazy. Michael actually switched off the phone at 90 mins and started new FIFA around 3 AM just to take my mind off the result. I finish my game and look at my phone... AT THE ACTUAL FUCK. ONLY AT
6021,FIFA,Negative,That man was ABSOLUTELY crazy. When I actually switched off turning the game on at 90 mins and started playing our FIFA at 3 AM just to finally take my damned mind off the result. I finish my dirty game again and look at to my phone... WHAT THE ACTUAL FUCK. ONLY AT
6021,FIFA,Negative,game was ABSOLUTELY crazy. I actually switched from the game at 90 mins and started playing FIFA at 3 AM just to take my eyes off the result. I finish my game then look at their phone... WHAT WHAT ACTUAL FOR. ONLY A
6022,FIFA,Negative,More FIFA? Leslie Steiger must be joking! See the horrible thing here ift.tt/2Y1TBtO :///
6022,FIFA,Negative,More FIFA? Leslie Steiger must be joking! See the terrible thing here ift.tt / 2Y1TBtO: / / /
6022,FIFA,Negative,More FIFA? Leslie Hogger must be joking! See the terrible thing here i.tt / 2Y1TBtO: / / /
6022,FIFA,Negative,More FIFA? Leslie Steiger would be joking! See the horrible screenshot here ift.tt/2Y1TBtO :///
6022,FIFA,Negative,More FIFA? Somehow Leslie Steiger must be joking! 2 See the horrible horrible thing happening here now ift. i tt / 2Y1TBtO : / / /
6022,FIFA,Negative,More FIFA? Leslie Moon must a joking! See her horrible thing at ift.tt/2Y1TBtO :///
6023,FIFA,Irrelevant,This is fucking dope
6023,FIFA,Irrelevant,That's damn dope
6023,FIFA,Irrelevant,It's fucking doping
6023,FIFA,Irrelevant,This is fucking disgusting
6023,FIFA,Irrelevant,If This is fucking dope
6023,FIFA,Irrelevant,This is fucking huge
6024,FIFA,Negative,"mfs be 17 in the training facilities of fifa, bro you worried about the wrong grind . "
6024,FIFA,Negative,"mfs 17 in the training facilities of fifa, bro you worried about the wrong meal."
6024,FIFA,Negative,"mfs be 17 in the training facilities of fifa, bro you worried about the wrong."
6024,FIFA,Negative,"mfs be 17 in the training facilities of fifa, bro you worried had the wrong thing."
6024,FIFA,Negative,"mfs currently be 17 in the training facilities of fifa, by bro not you worried about picking the wrong grind."
6024,FIFA,Negative,"mfs be 17 in a training facilities at fifa, bro you worried about the wrong thing."
6025,FIFA,Negative,@EAHelp I just ordered 15:99 of fifa points 2200 and they ain’t showing up ?
6025,FIFA,Negative,@ EAHelp I have just ordered 15: 99 of the Fifa points 2200 and they do not appear?
6025,FIFA,Negative,@ EAHelp I just ordered 15: 99 of fifa points 2200 and they ain't showing up?
6025,FIFA,Negative,@EAHelp I just ordered 19:99 and fifa points 2200 and they ain’t showing up?
6025,FIFA,Negative,@EAHelp I just had ordered that 15 : 99 of fifa points of 2200 and they probably ain ’ t showing up?
6025,FIFA,Negative,@EAHelp I just bought 15:99 of fifa with cash and they ain’t showing down?
6026,FIFA,Negative,This stupid nacho is playing like FIFA players
6026,FIFA,Negative,This stupid Nacho plays like a FIFA player
6026,FIFA,Negative,This stupid is playing like a FIFA player
6026,FIFA,Negative,This stupid nacho is NOT like FIFA players
6026,FIFA,Negative,This little stupid nacho is playing like FIFA players
6026,FIFA,Negative,real stupid nacho is playing like FIFA players
6027,FIFA,Positive,Somebody told me I use Self Deprecating humor as a defense mechanism and to deflect. And that I should said something good about myself every day. So here goes:. . I am a very good FIFA player.
6027,FIFA,Positive,"Someone told me I use self-deprecating humour as a defence mechanism and as a distraction, and that I should say something good about myself every day. So here I am: I am a very good FIFA player."
6027,FIFA,Positive,"Someone told me that I use my self-deprecating sense of humor as a defense mechanism, and that I have to say something good about myself every day."
6027,FIFA,Positive,Somebody told me I use Self failing humor as a defense mechanism and help deflect. And maybe I should said something good about myself every day. So in goes:.. I am a very good FIFA player.
6027,FIFA,Positive,Somebody told me I use Self Deprecating humor frequently as a defense... mechanism and to deflect. And that I should had said just something good about myself in every waking day. So... here goes :.. I am a still very good FIFA team player.
6027,FIFA,Positive,Somebody told if I use any less humor as a blackmail mechanism and to deflect. And that I probably said something good about myself some day. So here goes:.. I am a very good FIFA player.
6028,FIFA,Positive,Was very grateful for the opportunity to talk to FIFA about @SportsMediaLGBT last month - thanks @AlexStone7 @MarkLowd for sharing the article again for  
6028,FIFA,Positive,Was very grateful for the opportunity to talk to FIFA about @ SportsMediaLGBT last month - thank you @ AlexStone7 @ MarkLowd for sharing the article for
6028,FIFA,Positive,Was very grateful for the opportunity to talk to FIFA about @ MediaLGBT last month - thanks to @ AlexStone7 @ MarkLowd for sharing the article again for
6028,FIFA,Positive,Was very grateful about the opportunity to talk to FIFA about @SportsMediaLGBT last month - thanks @AlexStone7 @MarkLowd for submitting an article again for
6028,FIFA,Positive,Was very grateful for celebrating the opportunity to talk to FIFA about @SportsMediaLGBT back last month - thanks @AlexStone7 was @MarkLowd for always sharing back the full article again for
6028,FIFA,Positive,Was I grateful for the opportunity fully talk to FIFA about @SportsMediaLGBT last month - Why @AlexStone7 and for sharing your article again for
6029,FIFA,Negative,Fifa 20 is the worst fifa of all time!
6029,FIFA,Negative,Fifa 20 is the worst FIFA of all time!
6029,FIFA,Negative,Fifa 20 is the worst Fifa of all time!
6029,FIFA,Negative,Fifa 20 is the most fifa of all time!
6029,FIFA,Negative,Fifa Number 20 is the worst mad fifa of all time!
6029,FIFA,Negative,Fifa 20 is the worst fifa of all days!
6030,FIFA,Irrelevant,Wtf we signed Jota in like 2 hours . Fifa shit
6030,FIFA,Irrelevant,Wtf we signed Jota in 2 hours.
6030,FIFA,Irrelevant,Wtf we signed Jota in like 2 hours. Fifa shit
6030,FIFA,Irrelevant,Wtf - signed Jota in like 2 hours. Fifa shit
6030,FIFA,Irrelevant,Wtf we signed up Jota in nothing like 2 hours. No Fifa shit
6030,FIFA,Irrelevant,Wtf guys signed Jota in like 6 hours. Fifa shit
6031,FIFA,Positive,Haven't played fifa in about 6 weeks but my god it's looking like its gonna be my bestfriend for the next 2 weeks. 
6031,FIFA,Positive,"I haven't played in about 6 weeks, but my God, it looks like it's going to be my best friend for the next 2 weeks."
6031,FIFA,Positive,Haven't played fifa in about 6 weeks but my god it's looking like its gonna be my best friend for the next 2 weeks.
6031,FIFA,Positive,Haven't played fifa in about 6 weeks but my god it's looking like its gonna be my bestfriend for the next few<unk>.
6031,FIFA,Positive,4 Haven't played fifa again in about just 6 weeks but my god it's looking on like its gonna be my second bestfriend for the next over 2 weeks.
6031,FIFA,Positive,Haven't played fifa in almost 6 weeks but my god it's looking good its gonna be a bestfriend for the best 2 weeks.
6032,FIFA,Negative,"NOW I RECEIVE A MAIL THAT I AM ACCUSED OF COIN TRADING? WHATTTTTTTTT ? I AM SHOCKED YOU GUYS  AT EA HELP ARE INVESTIGATING MY ACCOUNT BECAUSE IT WAS HACKED, AND THE CONCLUSION IS THAT I AM NOW DOING ILLEGAL COIN TRADING. EAHELP YOU GUYS ARE THE JOKE OF THE YEAR."
6032,FIFA,Negative,"HAVE I NOW A MAIL THAT I HAVE HAVED COIN TRADE? I HAVE HAVE YOUR GUYS TO HELP MY ACCOUNT BECAUSE IT HAS HAPPENED, AND THE CLOSE IS THAT I DO NOW ILLUGE COIN TRADE. HAVE YOUR GOOD TO YOUTH."
6032,FIFA,Negative,"NOW I HAVE RECEIVED MAIN, WHAT HAVE I ACCEIVED FROM THE COIN TRADE? WHAT HAVE I RECEIVED FROM THE COIN TRADE? WHAT HAVE I RECEIVED FROM THE COIN TRADE? WHAT HAVE I RECEIVED FROM THE COIN TRADE, WHAT HAVE I RECEIVED FROM THE COIN TRADE. HAVE I RECEIVED FROM THE YEAR."
6032,FIFA,Negative,"NOW I RECEIVE A NAME THAT I AM ACCUSED OF IN TRADING? WHATTTTTTTTT? OH AM SHOCKED YOU GUYS  AT EA HELP ARE INVESTIGATING MY ACCOUNT BECAUSE IT WAS HACKED, ALL THE CONCLUSION RUN OVER I AM NOW DOING ILLEGAL COIN TRADING. NOW YOU RS ARE A JOKE OF THE YEAR."
6032,FIFA,Negative,"NOW I RECEIVE A MAIL THAT I AM ACCUSED OF COIN TRADING? WHATTTTTTTTT? II I AM UN SHOCKED YOU GUYS YOU AT EA HELP ARE INVESTIGATING AS MY ACCOUNT BECAUSE IT WAS HACKED, AND THE A CONCLUSION IS THAT I AM UN NOW DOING ILLEGAL OF COIN TRADING. EAHELP WHO YOU GUYS TO ARE SAT THE JOKE OF THE YEAR."
6032,FIFA,Negative,"NOW I RECEIVE A MAIL THAT I AM DO OF THE TRADING? WHATTTTTTTTT? I AM NOT YOU GUYS<unk> EA HELP ARE IT MY INFORMATION BECAUSE IT WAS REAL, AND THE CONCLUSION IS THAT I AM NOT DOING ILLEGAL MEDIA TRADING. EAHELP YOU GUYS ARE THE JOKE OF THE TIMES."
6033,FIFA,Positive,Playing FIFA is the best than going to play in water ass
6033,FIFA,Positive,Playing FIFA is best than playing in the water
6033,FIFA,Positive,Playing FIFA is better than playing water ass
6033,FIFA,Positive,Playing FIFA is the best than going all play in water ass
6033,FIFA,Positive,Playing FIFA is always the best than going to play volleyball in water ass
6033,FIFA,Positive,Playing FIFA is the best than going to die in water ass
6035,FIFA,Negative,@AskPlayStation I’m having issues redeeming my codes for FIFA Points. Retailer have activated the codes byt still says ”inactive”.
6035,FIFA,Negative,"@ AskPlayStation I'm having trouble redeeming my codes for FIFA points. Retailers have activated the codes, the byte still says ""inactive."""
6035,FIFA,Negative,"@ PlayStation I have had trouble encoding my codes for FIFA Points. The retailer has activated the codes but still says ""inactive."""
6035,FIFA,Negative,@AskPlayStation was having issues retrieving my codes for FIFA Points. Retailer have stored the codes byt still says ”inactive”.
6035,FIFA,Negative,@AskPlayStation I still ’ m having issues redeeming my codes for FIFA Points. The Retailer does have activated the codes but byt still says ” inactive code ”.
6035,FIFA,Negative,@AskPlayStation now having troubles redeeming my code for FIFA 2012. Retailer have activated the codes byt manager says ”inactive”.
6036,FIFA,Negative,16h . 
6036,FIFA,Negative,4pm.
6036,FIFA,Negative,16h.
6036,FIFA,Negative,16h 36
6036,FIFA,Negative,on 16h.
6036,FIFA,Negative,am.
6037,FIFA,Negative,Highest disrespect . 
6037,FIFA,Negative,Utterly disrespectful.
6037,FIFA,Negative,The highest disrespect.
6037,FIFA,Negative,Highest achievement.
6037,FIFA,Negative,Highest on disrespect.
6037,FIFA,Negative,Highest Prize.
6038,FIFA,Irrelevant,EA bans prominent FIFA streamer Kurt0411 from all its games over toxic behaviour tinyurl.com/yxyvwh2q https://t.co/3vXkirxvOq
6038,FIFA,Irrelevant,EA bans prominent FIFA streamer Kurt0411 from all games for toxic behavior tinyurl.com / yxyvwh2q https: / / t.co / 3vXkirxvOq
6038,FIFA,Irrelevant,EA has banned prominent FIFA streaker Kurtzik 11 from all of its games due to toxic behaviour tinyurl.com / yxyvwh2q
6038,FIFA,Irrelevant,EA kills prominent FIFA streamer Kurt0411 with all its games over toxic behaviour link.com/yxyvwh2q https://t.co/3vXkirxvOq]
6038,FIFA,Irrelevant,EA UK bans a prominent FIFA web streamer Kurt0411 video from streaming all its games due over toxic behaviour tinyurl. doi com / yxyvwh2q https://t.co/3vXkirxvOq ]
6038,FIFA,Irrelevant,EA bans prominent FIFA streamer player on all its games over viral behaviour from.com/yxyvwh2q this]
6039,FIFA,Negative,"Game just goes backwards with every patch, how can you make  "
6039,FIFA,Negative,"The game goes backwards with each patch, how to"
6039,FIFA,Negative,"Game just goes backwards with every patch, how can you make"
6039,FIFA,Negative,"Game just goes backwards with every patch, improvements can you make"
6039,FIFA,Negative,"Game just so goes backwards with every patch, but how can you make"
6039,FIFA,Negative,"Game just goes backwards with every patch, how dare you make"
6040,FIFA,Negative,A huge blow...
6040,FIFA,Negative,A huge blow...
6040,FIFA,Negative,Huge blow...
6040,FIFA,Negative,A parting blow...
6040,FIFA,Negative,1 A huge blow...
6040,FIFA,Negative,another huge blow...
6041,FIFA,Positive,FIFA 21 comes out this week.... . *sighs* I can’t wait to get back at it ASAP. NGL. TBF. . .  
6041,FIFA,Positive,FIFA 21 comes out this week.... * sigh * I can't wait to get back to it as soon as possible. NGL. TBF...
6041,FIFA,Positive,FIFA 21 is out this week.... * sim * I can't wait to get back at it ASAP. NGL. TBF...
6041,FIFA,Positive,FIFA 21 comes out this week..... *sighs* I can’t wait to get back at it ASAP. Except. Really...
6041,FIFA,Positive,12 FIFA 21 finally comes waiting out this week..... * sighs * I who can tell ’ t in wait to get Jim back at it ASAP. NGL. TBF...
6041,FIFA,Positive,FIFA members come out this winter..... *sighs* I can’t wait to get back at us guys. NGL. Um...
6042,FIFA,Negative,"Nah this slander can't go unpunished, square up pic.twitter.com/h5s4jt58Yg"
6042,FIFA,Negative,"Nope, this slander can't go unpunished, says pic.twitter.com / h5s4jt58Yg"
6042,FIFA,Negative,"Nah this slave can't go unpunished, square up pic.google.com / h5s4jt58Yg"
6042,FIFA,Negative,"Nah this slander can't go unpunished, square up pic.twitter.com/h5s4jt58Yg"
6042,FIFA,Negative,"by Nah this slander can't go unpunished, square up pic.twitter.com/h5s4jt58Yg"
6042,FIFA,Negative,to
6043,FIFA,Irrelevant,FIFA 20 pro gamer banned for life by EA in row over ‘abusive and threatening messages’ | Goal.com trends.blogdady.com/fifa-20-profes…
6043,FIFA,Irrelevant,"FIFA 20 professional players banned for life by EA for ""insulting and threatening messages"" | Goal.com trends.blogdady.com / fifa-20-profes..."
6043,FIFA,Irrelevant,"FIFA 20 pro global has banned EA for life for ""insulting and threatening messages"" on Goal.com trends.blogdady.com / fifa-20-profes..."
6043,FIFA,Irrelevant,FIFA 20 France gamer banned for future by EA in row over ‘abusive... threatening messages’ | Goal.com site.blogdady.com/fifa-20-profes…
6043,FIFA,Irrelevant,FIFA 20 pro gamer was banned himself for life by EA in row over 21 ‘ abusive emails and threatening messages ’ | www Goal. com trends. blogdady. com / def fifa - 20 - 15 profes website …
6043,FIFA,Irrelevant,FIFA 20 pro gamer added to life by EA after row over ‘abusive and bizarre behaviour | blogs.com www.blogdady.com/fifa-20-profes...
6044,FIFA,Negative,"Already have the champions league, fucking embarrassing idea"
6044,FIFA,Negative,"Already the Champions League, damn embarrassing idea"
6044,FIFA,Negative,"If you are a fan of the Champions League, you are a fan of the competition."
6044,FIFA,Negative,"Already have the champions league, fucking crazy idea"
6044,FIFA,Negative,"Already have the champions league, fucking crazy embarrassing idea"
6044,FIFA,Negative,"to have the champions league, fucking embarrassing idea"
6045,FIFA,Positive,Can't wait for my Fifa 21 game to arrive.
6045,FIFA,Positive,I can't wait for my Fifa 21 game to come.
6045,FIFA,Positive,Can't wait for my Fifa 21 game to arrive.
6045,FIFA,Positive,Can't wait to my Fifa 21 game to arrive.
6045,FIFA,Positive,... Can't wait for my Fifa 21 game tonight to arrive.
6045,FIFA,Positive,Can't wait for my Fifa 21 game to download.
6046,FIFA,Positive,I miss playing fifa bro . 
6046,FIFA,Positive,I miss playing Fifa bro.
6046,FIFA,Positive,I miss the game fifa bro.
6046,FIFA,Positive,I miss playing games bro.
6046,FIFA,Positive,I miss playing the fifa bro.
6046,FIFA,Positive,I am playing fifa bro.
6047,FIFA,Negative,"When I play FIFA with people that aren’t so good, I deliberately make mistakes so that I can try to even the ground."
6047,FIFA,Negative,"When I play with people who are not so good, I deliberately make mistakes so that I can try to level the playing field."
6047,FIFA,Negative,"When I play FIFA with people who are not so good, I deliberately make mistakes to try to level the score."
6047,FIFA,Negative,"When I play FIFA with people they aren’t so good, I have make mistakes so that I can try to even the ground."
6047,FIFA,Negative,"When I play FIFA with people that aren really ’ the t so much good, I even deliberately make mistakes so that I can try to even reach the ground."
6047,FIFA,Negative,"before I play FIFA different people and aren’t so good, I deliberately make mistakes so that I can try to even new ground."
6048,FIFA,Negative,The worst fifa to date absolute shit
6048,FIFA,Negative,The worst Fifa shit ever
6048,FIFA,Negative,The worst Fifa by far is absolute crap
6048,FIFA,Negative,The worst fifa to date absolute summary
6048,FIFA,Negative,The worst possible fifa to date absolute shit
6048,FIFA,Negative,The worst fifa to date absolute level
6049,FIFA,Positive,or COD mobile if youre fucking broke like me . 
6049,FIFA,Positive,"or COD mobile, if you are fucking broke like me."
6049,FIFA,Positive,or a COD mobile if it breaks down like I did.
6049,FIFA,Positive,or COD mobile and youre fucking broke like me.
6049,FIFA,Positive,or COD... mobile number if youre fucking broke like me.
